"probeset","qvalue_16h","most_associated_marker_16h","qvalue_32h","most_associated_marker_32h","bb4_expression_pattern","description"
"HZ42B13r_at",0.206491678,"5H.13",0.006501947,"1H.04","n/a","11/04/02 NP_171718.1  7e-19 unknown protein; protein id: At1g02160.1 [Arabidopsis thaliana] gb|AAL38740.1| unknown protein [Arabidopsis thaliana]"
"HZ42B19r_at",1.99e-06,"5H.17",7.35e-07,"5H.17","n/a","<none>"
"HZ42D16r_at",0.031225447,"5H.11",1.3e-06,"1H.05","n/a","11/04/02 NP_200854.1  8e-15 protein transport protein subunit - like; protein id: At5g60460.1 [Arabidopsis thaliana]"
"HZ42D16r_s_at",0.000315725,"2H.66",3e-05,"1H.05","n/a","11/04/02 NP_200854.1  8e-15 protein transport protein subunit - like; protein id: At5g60460.1 [Arabidopsis thaliana]"
"HZ42H20r_at",0.225912178,"1H.02",0.121736687,"4H.19","n/a","10/29/02 AAG13524.1   9e-05 (AC068924) putative non-LTR retroelement reverse transcriptase [Oryza sativa (japonica cultivar-group)]"
"HZ45H16r_s_at",1.99e-06,"2H.31",7.35e-07,"1H.05","n/a","11/04/02 AAF68385.1   4e-28 prohibitin [Zea mays]"
"HZ45N21r_at",0.001779967,"3H.48",7.35e-07,"3H.51","n/a","<none>"
"HZ45O16r_at",0.000618223,"2H.66",7.35e-07,"1H.06","n/a","<none>"
"HZ46F11r_at",0.000534198,"3H.23",7.35e-07,"3H.24","n/a","<none>"
"HZ46H23r_s_at",0.068534021,"5H.40",0.189929798,"5H.04","n/a","11/04/02 NP_178453.1  .001 putative esterase; protein id: At2g03550.1 [Arabidopsis thaliana] pir||G84449 probable esterase [imported] - Arabidopsis thaliana"
"HZ47I09r_at",0.316415484,"6H.16",0.19052872,"6H.15","n/a","11/04/02 CAB77741.1   3e-12 (AL161492) putative actin polymerization factor [Arabidopsis thaliana]"
"HZ47I09r_s_at",0.013411812,"2H.67",7.35e-07,"2H.15","n/a","11/04/02 CAB77741.1   3e-12 (AL161492) putative actin polymerization factor [Arabidopsis thaliana]"
"HZ47I10r_at",1.99e-06,"5H.17",7.35e-07,"5H.17","n/a","<none>"
"HZ48J16r_at",0.033072532,"2H.35",0.221211217,"2H.19","n/a","<none>"
"HZ48K22r_at",0.179427441,"4H.18",0.000406276,"1H.05","n/a"," 10/29/02 P08477       9e-35 Glyceraldehyde 3-phosphate dehydrogenase"
"HZ48K22r_s_at",0.139285609,"2H.66",7.35e-07,"1H.05","n/a"," 10/29/02 P08477       9e-35 Glyceraldehyde 3-phosphate dehydrogenase"
"HZ49D19r_at",0.060243494,"3H.44",0.107416345,"1H.48","n/a"," 11/04/02 NP_177545.1  2e-04 putative 60S ribosomal protein L6; protein id: At1g74050.1"
"HZ49F08r_at",0.041632479,"5H.11",0.135716604,"2H.49","n/a","11/04/02 AAK98702.1   5e-50 Putative quinone oxidoreductase [Oryza sativa]"
"HZ49G19r_at",0.014876866,"3H.31",0.09778214,"5H.45","n/a","<none>"
"HZ49L13r_at",0.017811936,"3H.44",0.175490913,"7H.22","n/a","11/04/02 NP_196530.1  3e-22 (NM_121005) putative protein; protein id: At5g09680.1 [Arabidopsis thaliana]"
"HZ49N13r_at",0.30152275,"5H.09",0.020900311,"4H.21","n/a"," 11/04/02 NP_564147.1  2e-11 expressed protein; protein id: At1g21680.1"
"HZ49P22r_s_at",0.04258265,"5H.20",4.7e-05,"2H.29","n/a"," 11/04/02 BAC16171.1   8e-28 contains EST AU089749(S14720)~similar to Cicer arietinum"
"HZ50A04r_at",0.000217521,"5H.09",0.005255271,"1H.07","n/a","<none>"
"HZ50B12r_s_at",0.028351536,"2H.30",1.3e-06,"1H.05","n/a","<none>"
"HZ50B24r_at",2.01e-05,"2H.67",0.00014327,"1H.05","PacMan","<none>"
"HZ50B24r_s_at",1.99e-06,"2H.67",7.35e-07,"1H.05","PacMan","<none>"
"HZ50F18r_at",0.114084151,"4H.12",0.244712103,"6H.05","n/a","<none>"
"HZ50I02r_at",0.211987341,"5H.58",0.058854067,"5H.06","n/a","<none>"
"HZ50K12r_at",0.046157973,"5H.15",0.011247867,"1H.26","n/a","11/04/02 AAK52166.1   8e-10 (AC084831) putative reverse transcriptase [Oryza sativa]"
"HZ50P13r_at",0.172609449,"2H.68",0.15157003,"7H.10","n/a","<none>"
"HZ51B11r_at",0.134121976,"2H.68",0.230720097,"1H.07","n/a","<none>"
"HZ51D22r_s_at",0.253268562,"1H.03",0.03486675,"1H.06","n/a","<none>"
"HZ51F23r_at",0.169274161,"5H.45",0.002436538,"1H.05","n/a","<none>"
"HZ51I22r_at",0.011940445,"6H.44",0.119079653,"4H.06","n/a","11/04/02 AAM08784.1   3e-35 Putative epimerase/dehydratase [Oryza sativa]"
"HZ51M12r_s_at",0.00017373,"2H.66",1.3e-06,"1H.05","n/a","11/04/02 NP_200569.1  5e-13 (NM_125142) putative protein; protein id: At5g57610.1 [Arabidopsis thaliana]"
"HZ52D05r_s_at",0.208380332,"2H.31",7.66e-05,"1H.05","n/a","<none>"
"HZ52M04r_at",0.259793579,"6H.40",0.181073433,"3H.08","n/a","<none>"
"HZ52M04r_s_at",0.098069934,"7H.48",0.020331341,"7H.49","n/a","<none>"
"HZ52M04r_x_at",0.126597059,"1H.02",0.121715228,"1H.48","n/a","<none>"
"HZ52M24r_s_at",0.001206661,"2H.63",7.35e-07,"1H.05","n/a","11/04/02 NP_200632.1  4e-37 bis(5-adenosyl)-triphosphatase-like; also similar to fragile histidine triad; protein id: At5g58240.1 [Arabidopsis"
"HZ53O02r_at",0.022834949,"4H.27",0.228703501,"5H.04","n/a","11/04/02 BAB08352.1   4e-13 (AB015475) contains similarity to gibberellin-stimulated transcript 1 like protein~gene_id:MMN10.7 [Arabidopsis thaliana]"
"HZ53P04r_at",0.239956928,"4H.25",0.169345723,"2H.45","n/a","<none>"
"HZ54B19r_at",0.017374804,"2H.68",0.249919616,"7H.52","n/a","11/04/02 AAD30173.1   3e-25 polyubiquitin [Sporobolus stapfianus]"
"HZ54E21r_at",0.051401703,"7H.29",0.102915864,"7H.06","n/a","11/04/02 Q9FVI1       4e-16 Actin-depolymerizing factor 2 (ADF 2) gb|AAG16974.1|AF183904_1 actin-depolymerizing factor 2 [Petunia x hybrida]"
"HZ54E21r_s_at",0.01975397,"2H.63",9.94e-05,"1H.05","n/a","11/04/02 Q9FVI1       4e-16 Actin-depolymerizing factor 2 (ADF 2) gb|AAG16974.1|AF183904_1 actin-depolymerizing factor 2 [Petunia x hybrida]"
"HZ54L05r_at",0.119183064,"4H.23",0.0001624,"1H.06","n/a","<none>"
"HZ55F22r_at",0.168336113,"1H.02",0.089281725,"6H.46","n/a","<none>"
"HZ56B02r_at",0.301590704,"5H.08",0.139804054,"1H.05","n/a","<none>"
"HZ56G07r_s_at",0.165472216,"3H.19",0.143165061,"4H.24","n/a","<none>"
"HZ56N02r_x_at",0.212515985,"5H.08",2.09e-05,"1H.08","n/a","<none>"
"HZ56N11r_at",0.282647662,"7H.55",0.015624466,"7H.43","n/a","<none>"
"HZ57D16r_at",0.004140573,"7H.34",8.79e-05,"7H.33","n/a","<none>"
"HZ58F11r_at",1.99e-06,"5H.48",7.35e-07,"5H.48","n/a","11/04/02 P04399       2e-44 Protein synthesis inhibitor II (Ribosome-inactivating protein II) (rRNA N-glycosidase)"
"HZ59C04r_at",0.283592554,"5H.56",0.092164679,"1H.09","n/a","<none>"
"HZ59C04r_s_at",0.000319601,"5H.20",0.019344651,"2H.68","n/a","<none>"
"HZ59L09r_s_at",0.145440299,"1H.04",0.045460036,"1H.01","n/a","<none>"
"HZ59M20r_at",0.058755484,"7H.57",0.017868044,"7H.53","n/a","<none>"
"HZ62C10r_at",1.99e-06,"6H.38",7.35e-07,"6H.38","n/a","<none>"
"HZ62K09r_at",0.018089321,"7H.50",0.176293518,"5H.47","n/a","10/29/02 CAA67362.1   9e-05 (X98856) peroxidase ATP9a [Arabidopsis thaliana]"
"HZ64E12r_at",0.317326433,"2H.47",0.230841206,"3H.31","n/a","<none>"
"HZ64G18r_at",0.248112825,"3H.33",0.145564292,"1H.04","n/a","<none>"
"HZ64L16r_at",0.00994732,"2H.45",0.017166879,"1H.05","n/a","<none>"
"HZ65E19r_at",0.257042149,"1H.04",0.033553713,"3H.18","n/a","<none>"
"HZ65L10r_at",0.101610623,"1H.26",0.109207771,"5H.04","n/a","01/27/03 BAC31876.1   .9 unnamed protein product [Mus musculus]"
"HZ65L19r_at",0.127932022,"1H.48",0.071450023,"1H.06","n/a","11/04/02 BAB07976.1   .002 Arabidopsis thaliana B regulatory subunit of PP2A like protein [Oryza sativa (japonica cultivar-group)]"
"HZ65M04r_at",0.150284969,"6H.44",0.028593057,"2H.67","n/a","11/04/02 CAD39846.1   9e-07 OSJNBb0072N21.12 [Oryza sativa (japonica cultivar-group)]"
"HZ65M11r_at",0.256175349,"5H.25",0.012607798,"5H.26","n/a","11/04/02 Q41001       6e-19 Blue copper protein precursor pir||T06555 blue copper-binding protein II - garden pea"
"HZ65O04r_at",0.181467646,"5H.51",0.005641392,"5H.59","n/a","11/04/02 AAC63110.1   2e-08 UIP2 [Arabidopsis thaliana]"
"HZ65P03r_at",0.169811399,"5H.19",0.000381406,"1H.05","n/a","<none>"
"K01964.1_at",0.202749326,"2H.45",0.003196633,"1H.07","n/a","MZEAC9WX Maize transposable element Activator (Ac9) from the waxy locus"
"L32165_s_at",0.097243138,"1H.03",7.35e-07,"1H.05","PacMan","11/06/02 T05741       0.0 dnaK-type molecular chaperone HSP70 - barley gb|AAA62325.1| HSP70"
"M15077.1_at",0.056804712,"5H.25",0.034538246,"2H.23","n/a","PPYLUC P.pyralis (firefly) luciferase gene"
"M36941_at",0.115837768,"1H.02",0.038281968,"6H.27","n/a","11/06/02 T05737       2e-13 probable hordein C - barley gb|AAA92333.1| (M36941) C hordein [Hordeum vulgare subsp. vulgare]"
"M55684_at",0.210711013,"1H.02",0.234629426,"3H.18","n/a","11/06/02 P22989       0.0 L-lactate dehydrogenase B (LDH-B) pir||B36070 L-lactate dehydrogenase (EC 1.1.1.27) chain B - barley"
"M58754_at",0.001439162,"2H.67",0.017112881,"1H.07","n/a","11/06/02 B29638       3e-43 acyl carrier protein III precursor - barley (fragment) gb|AAA32924.1| (M24426) acyl carrier protein III precursor [Hordeum vulgare]"
"M58754_s_at",0.011993251,"2H.68",0.001062325,"1H.09","n/a","11/06/02 B29638       3e-43 acyl carrier protein III precursor - barley (fragment) gb|AAA32924.1| (M24426) acyl carrier protein III precursor [Hordeum vulgare]"
"M62653.1_at",0.114405492,"1H.10",0.06276089,"1H.02","n/a","AEVGFPA Aequorea victoria green-fluorescent protein mRNA"
"M95172_at",0.231802283,"6H.42",0.123904882,"7H.33","n/a"," 11/06/02 P23902       3e-54 3-oxoacyl-[acyl-carrier-protein] synthase I"
"M96940_at",0.19551433,"7H.10",0.243255397,"1H.05","n/a"," 11/06/02 Q02437       e-179 GLUCAN ENDO-1"
"M96941_at",0.212084928,"3H.57",0.262414703,"3H.18","n/a"," 11/06/02 Q02439       e-170 PUTATIVE GLUCAN ENDO-1"
"MitoContig1_at",0.162936097,"4H.23",0.019134252,"5H.46","n/a","01/27/03 A44803       .64 pG1 protein - human (fragment)"
"MitoContig10_x_at",0.195270066,"3H.02",0.254678661,"7H.13","n/a","01/27/03 BAB71593.1   .6 unnamed protein product [Homo sapiens]"
"MitoContig11_at",0.326138199,"2H.11",0.240902481,"1H.27","n/a","01/27/03 BAC26016.1   .6 unnamed protein product [Mus musculus]"
"MitoContig12_at",0.338733217,"6H.16",0.145886366,"4H.02","n/a","01/27/03 AAF02698.1   .9 fusion protein [Measles virus] gb|AAF02699.1|AF179434_1 fusion protein [Measles virus]"
"MitoContig13_at",0.338733217,"2H.05",0.124372117,"5H.32","n/a","01/27/03 BAA87853.1   .95 unnamed protein product [Oryza sativa (japonica cultivar-group)]"
"MitoContig15_at",0.238999502,"4H.19",0.226343495,"4H.23","n/a","01/27/03 BAB12557.1   .1 gag polyprotein [Human immunodeficiency virus type 1]"
"MitoContig16_at",0.255891793,"5H.59",0.18541976,"7H.53","n/a","01/27/03 NP_064003.1  e-144 orf300 [Beta vulgaris] dbj|BAA99315.1| orf300 [Beta vulgaris]"
"MitoContig17_at",0.183987725,"6H.47",0.190821967,"5H.02","n/a","<none>"
"MitoContig18_at",0.145666237,"3H.28",0.228490167,"7H.27","n/a","01/27/03 P23513       9e-096 MITOCHONDRIAL 22 KD PROTEIN (ORF 25) pir||S12314 hypothetical protein 25 - wheat mitochondrion"
"MitoContig2_at",0.241754634,"2H.65",0.006766403,"1H.08","n/a","01/27/03 T06259       2e-021 NADH2 dehydrogenase (ubiquinone) (EC 1.6.5.3) chain 2 - wheat mitochondrion"
"MitoContig4_at",0.002276532,"4H.24",0.04361318,"7H.15","n/a","01/27/03 ZP_00055647. 1e-014 hypothetical protein [Magnetospirillum magnetotacticum]"
"MitoContig6_at",0.103091674,"1H.17",3.79e-05,"1H.05","n/a","01/27/03 NP_445524.1  2e-019 hypothetical protein [Chlamydophila pneumoniae AR39] pir||F81516 hypothetical protein CP0987 [imported] - Chlamydophila pneumoniae"
"MitoContig7_at",0.205464484,"5H.26",0.171669038,"7H.26","n/a","01/27/03 P41096       6e-054 CHLOROPLAST 50S RIBOSOMAL PROTEIN L2"
"Mla_5pri_UTR_intron1_s_at",1.99e-06,"1H.12",7.35e-07,"1H.12","n/a","---"
"Mla_5pri-UTR_intron2_s_at",1.99e-06,"1H.12",7.35e-07,"1H.12","n/a","---"
"Mla_consrvd_5pri_end_x_at",1.99e-06,"1H.12",7.35e-07,"1H.12","n/a","---"
"Mla1_orf_3pri12_at",1.99e-06,"1H.05",7.35e-07,"1H.05","n/a","---"
"Mla1_orf_3pri12_s_at",1.99e-06,"1H.05",7.35e-07,"1H.05","n/a","---"
"Mla12DH_orf_3pri12_at",0.229929337,"3H.03",0.028396524,"7H.32","n/a","---"
"Mla12DH_orf_3pri12_s_at",0.127634313,"1H.02",0.204465645,"1H.48","n/a","---"
"Mla13_div5_x_at",0.123339275,"5H.26",0.200392411,"5H.14","n/a","---"
"Mla13_orf_3pr_x_at",0.17809946,"3H.11",0.095578464,"5H.01","n/a","---"
"Mla6_orf_3pri12_s_at",0.075783513,"5H.06",0.110960581,"5H.04","n/a","---"
"Mla7_orf_3pri12_x_at",0.134150231,"5H.02",0.23781712,"5H.02","n/a","---"
"Mlk_3pri12_s_at",0.004231542,"1H.04",0.021843442,"5H.41","n/a","---"
"rbaak13h13_s_at",1.99e-06,"5H.05",7.35e-07,"5H.05","iPacMan","11/06/02 AAK55325.1   5e-38 thaumatin-like protein TLP7 [Hordeum vulgare]"
"rbaak19o02_s_at",2.7e-06,"2H.63",0.193918094,"5H.10","n/a","01/29/03 B96718       5e-08 probable sterol desaturase T6C23.16 [imported] - Arabidopsis thaliana"
"rbaak22p05_s_at",0.016171099,"2H.67",7.35e-07,"1H.05","n/a"," 10/04/02 NP_191427.1  7e-25 transcriptional coactivator - like protein; protein id: At3g58680.1"
"rbaak28p10_s_at",0.305977984,"2H.66",0.081964102,"1H.08","n/a","11/08/02 BAB69199.1   .009 (AB070940) modular polyketide synthase [Streptomyces avermitilis]"
"rbaak31l19_s_at",0.004294101,"2H.67",0.007283904,"1H.47","n/a"," 11/08/02 NP_179544.1  4e-53 putative WD-40 repeat protein; protein id: At2g19540.1"
"rbaak32b03_s_at",0.0378099,"5H.01",0.00696799,"5H.01","n/a"," 10/04/02 AAK38744.1   2e-82 (AY029525) carotenoid 9"
"rbaak34i24_s_at",0.073467357,"5H.53",0.061195054,"4H.16","n/a","11/08/02 NP_179967.1  3e-31 (NM_127950) hypothetical protein; protein id: At2g23890.1 [Arabidopsis thaliana]"
"rbaak37h22_at",0.002177609,"2H.66",7.35e-07,"1H.05","iPacMan"," 10/04/02 NP_565149.1  2e-24 thylakoid lumenal 29.8 kDa protein; protein id: At1g77090.1"
"rbaak37h22_s_at",0.067779312,"1H.46",1.3e-06,"1H.05","n/a"," 10/04/02 NP_565149.1  2e-24 thylakoid lumenal 29.8 kDa protein; protein id: At1g77090.1"
"rbaak4i15_s_at",0.107316337,"1H.04",0.032311536,"1H.05","n/a"," 11/08/02 S47350       1e-18 H+-transporting two-sector ATPase (EC 3.6.3.14) beta chain"
"rbaak4k17_at",0.328879351,"1H.42",0.141912275,"2H.53","n/a","<none>"
"rbaal0c08_at",0.104002661,"3H.27",0.103943321,"1H.03","n/a"," 10/02/02 BAA89572.1   2e-51 (AP001073) ESTs AU056916(S20978)"
"rbaal0c08_s_at",0.030051834,"2H.66",0.000275412,"1H.03","n/a"," 10/02/02 BAA89572.1   2e-51 (AP001073) ESTs AU056916(S20978)"
"rbaal0d01_at",5.83e-06,"2H.66",1.84e-05,"1H.07","n/a","<none>"
"rbaal0f10_s_at",0.257521548,"5H.47",0.103710017,"7H.09","n/a","<none>"
"rbaal10b20_at",0.084738401,"6H.26",0.042168365,"6H.27","n/a","<none>"
"rbaal10b23_at",0.218914063,"1H.03",0.002114387,"1H.05","n/a","<none>"
"rbaal10d03_x_at",0.288775702,"3H.43",0.034056803,"5H.38","n/a","<none>"
"rbaal10g15_at",0.056502486,"5H.18",0.015411182,"1H.04","n/a","11/06/02 Q03033       5e-43 ELONGATION FACTOR 1-ALPHA (EF-1-ALPHA) pir||JC1454 translation elongation factor eEF-1 alpha chain - wheat"
"rbaal10h14_at",0.139991528,"5H.54",0.000320836,"7H.01","n/a"," 10/02/02 T03731       2e-53 abscisic acid-induced protein - rice emb|CAA61981.1| EFA27 for EF hand"
"rbaal10k01_at",0.223414933,"5H.21",1.3e-06,"1H.06","iPacMan","11/08/02 B23703       2e-21 ribulose-bisphosphate carboxylase activase (EC 6.3.4.-) A long form precursor - barley (fragment)"
"rbaal11b02_x_at",0.218976848,"3H.44",0.005306307,"1H.05","n/a"," 11/08/02 P54260       2e-16 Aminomethyltransferase"
"rbaal11e19_x_at",1.99e-06,"6H.34",7.35e-07,"6H.34","n/a","<none>"
"rbaal11f18_at",1.99e-06,"2H.26",7.35e-07,"2H.26","n/a","11/06/02 BAC20671.1   7e-56 serine/threonine kinase-like protein [Oryza sativa (japonica cultivar-group)]"
"rbaal11m15_at",0.008537832,"2H.66",0.00451509,"5H.40","n/a"," 10/02/02 AAA64493.1   .13 (U20931) ribulose-1"
"rbaal11o03_at",0.064165721,"1H.03",0.018931601,"1H.04","n/a"," 10/02/02 NP_566113.1  3e-55 expressed protein; protein id: At2g47910.1"
"rbaal12b04_at",0.291197623,"1H.14",0.034623567,"6H.11","n/a","01/29/03 Q9AWM9       4e-05 Hypothetical protein P0504D03.20 dbj|BAB32971.1| P0504D03.20 [Oryza sativa (japonica cultivar-group)]"
"rbaal12e04_at",0.245075128,"3H.47",0.191577152,"2H.01","n/a","<none>"
"rbaal12h01_at",0.168828025,"6H.42",0.182335619,"3H.05","n/a","<none>"
"rbaal12h24_at",0.046063982,"2H.66",0.053590086,"7H.35","n/a","01/29/03 AAM08751.1   6e-16 Putative copia-type polyprotein [Oryza sativa (japonica cultivar-group)]"
"rbaal12n12_s_at",1.99e-06,"2H.67",0.000522667,"1H.08","n/a","01/29/03 NP_201399.1  6e-52 putative protein; protein id: At5g65980.1 [Arabidopsis thaliana] dbj|BAB10403.1| gb|AAD32907.1~gene_id:K2A18.4~strong similarity to unknown"
"rbaal13b22_at",1.99e-06,"3H.56",7.35e-07,"3H.57","n/a","11/08/02 BAB90597.1   3e-59 receptor kinase-like protein [Oryza sativa (japonica cultivar-group)]"
"rbaal13h22_at",1.99e-06,"6H.30",7.35e-07,"6H.30","n/a","<none>"
"rbaal13j08_at",1.91e-05,"2H.66",7.35e-07,"1H.05","n/a","11/08/02 NP_178168.1  7e-11 nodulin-like protein [Arabidopsis thaliana]"
"rbaal13m19_at",1.99e-06,"3H.04",7.35e-07,"3H.04","n/a","11/08/02 AAK20741.1   1e-38 TAK33 [Triticum aestivum]"
"rbaal13n12_s_at",0.015706478,"2H.65",0.076305823,"6H.15","n/a","<none>"
"rbaal14c13_at",1.99e-06,"4H.01",7.35e-07,"4H.01","n/a","11/08/02 BAB89966.1   5e-23 (AP003330) putative Cf2/Cf5 disease resistance protein [Oryza sativa (japonica cultivar-group)]"
"rbaal14c24_at",0.303459291,"7H.16",0.08929068,"5H.53","n/a","<none>"
"rbaal14f06_at",0.182038227,"5H.20",0.130212175,"1H.09","n/a","10/04/02 CAB97352.1   2e-04 (AJ249144) MADS-box protein 5 [Hordeum vulgare subsp. vulgare]"
"rbaal14f06_s_at",1.99e-06,"5H.40",7.35e-07,"5H.40","iPacMan","10/04/02 CAB97352.1   2e-04 (AJ249144) MADS-box protein 5 [Hordeum vulgare subsp. vulgare]"
"rbaal14h13_x_at",0.086147043,"1H.18",0.245837064,"5H.42","n/a","<none>"
"rbaal14j07_at",0.243801685,"5H.58",0.066678222,"1H.04","n/a","<none>"
"rbaal15j13_s_at",2.7e-06,"2H.67",7.35e-07,"1H.05","n/a","<none>"
"rbaal15n16_at",0.171722887,"7H.50",0.074145717,"3H.44","n/a","<none>"
"rbaal15n16_s_at",0.188750638,"7H.17",0.005381295,"1H.10","n/a","<none>"
"rbaal15p09_s_at",8.12e-05,"2H.66",0.06476433,"1H.08","n/a"," 01/29/03 NP_194735.2  1e-18 putative protein; protein id: At4g30060.1"
"rbaal16g11_s_at",0.000212675,"2H.66",7.53e-06,"1H.05","iPacMan","<none>"
"rbaal16g11_x_at",0.00935563,"2H.66",0.002872767,"1H.05","n/a","<none>"
"rbaal17b01_s_at",0.097342636,"3H.57",0.001791382,"7H.59","n/a","<none>"
"rbaal17d13_at",0.329968306,"3H.21",0.017981099,"1H.21","n/a","11/08/02 ZP_00010159. 1e-16 (NZ_AAAF01000001) hypothetical protein [Rhodopseudomonas palustris]"
"rbaal17g15_at",0.020465076,"2H.68",0.193057352,"3H.48","n/a","11/08/02 AAF79281.1   2e-16 (AC068602) F14D16.7 [Arabidopsis thaliana]"
"rbaal17j15_at",0.330915184,"6H.21",0.048794529,"1H.09","n/a","<none>"
"rbaal17m22_at",0.093714195,"3H.52",0.162963776,"4H.20","n/a","<none>"
"rbaal17n22_s_at",0.051217859,"2H.68",6.91e-05,"1H.05","n/a","<none>"
"rbaal18e24_s_at",0.014533,"2H.63",0.004849244,"1H.05","n/a","10/04/02 T04150       1e-09 RAD23 protein homolog - rice gb|AAB65841.1| osRAD23 [Oryza sativa]"
"rbaal18i13_s_at",0.005751722,"2H.63",0.00127468,"1H.05","iPacMan","<none>"
"rbaal18m18_at",0.05833254,"5H.14",0.16436968,"1H.14","n/a","11/08/02 CAA96065.1   6e-36 (Z71450) CLC-d chloride channel protein [Arabidopsis thaliana]"
"rbaal18p14_at",0.05998618,"5H.41",8.87e-06,"1H.05","n/a","<none>"
"rbaal19a12_at",1.99e-06,"2H.07",7.35e-07,"2H.07","n/a","11/08/02 AAM00988.1   3e-30 (AC090482) Putative receptor protein kinase [Oryza sativa] [Oryza sativa (japonica cultivar-group)]"
"rbaal19b08_at",1.99e-06,"6H.06",1.3e-06,"6H.07","n/a","<none>"
"rbaal19f02_at",0.179031867,"2H.05",0.006313418,"5H.50","n/a","11/08/02 AAM81209.1   9e-11 csAtPR5 [Aegilops tauschii]"
"rbaal19j16_x_at",0.040774462,"6H.44",0.125944557,"7H.61","n/a","<none>"
"rbaal1b14_s_at",0.007560714,"2H.66",0.013577949,"3H.17","n/a","<none>"
"rbaal1d15_at",0.042117677,"4H.10",0.272344221,"4H.12","n/a","11/08/02 BAB20813.1   1e-23 (AB049823) acetolactate synthase [Oryza sativa]"
"rbaal1d15_s_at",9.14e-05,"6H.34",7.35e-07,"1H.05","n/a","11/08/02 BAB20813.1   1e-23 (AB049823) acetolactate synthase [Oryza sativa]"
"rbaal1e15_at",0.286730628,"2H.66",0.097997167,"6H.41","n/a","<none>"
"rbaal1f07_s_at",0.115330599,"7H.45",0.049326062,"7H.38","n/a","<none>"
"rbaal1f12_s_at",4.07e-05,"2H.67",0.013338874,"1H.05","n/a","<none>"
"rbaal1g16_at",0.23039106,"6H.08",0.030863739,"4H.20","n/a","<none>"
"rbaal1h20_at",0.219764205,"4H.18",0.262335931,"7H.33","n/a","10/02/02 AAK39569.1   8e-29 putative aldo/keto reductase [Oryza sativa]"
"rbaal1h20_s_at",0.021777273,"2H.66",7.35e-07,"1H.06","iPacMan","10/02/02 AAK39569.1   8e-29 putative aldo/keto reductase [Oryza sativa]"
"rbaal1i09_at",0.030476813,"1H.26",0.002618255,"1H.28","n/a","<none>"
"rbaal1i15_s_at",0.105813109,"4H.10",0.181980807,"4H.09","n/a","<none>"
"rbaal1j08_s_at",0.004585902,"2H.66",0.017269148,"1H.08","n/a","10/02/02 CAD40673.1   8e-06 OSJNBb0118P14.11 [Oryza sativa (japonica cultivar-group)]"
"rbaal1k11_s_at",6.83e-06,"2H.63",0.018908735,"1H.08","n/a","11/08/02 P13729       .002 Salivary glue protein SGS-3 precursor pir||S01358 salivary glue protein sgs-3 precursor - fruit fly (Drosophila"
"rbaal1k20_s_at",0.028433571,"3H.47",0.004499749,"1H.05","n/a","<none>"
"rbaal1l19_s_at",0.006298435,"7H.48",1.3e-06,"1H.05","n/a","<none>"
"rbaal1l23_s_at",0.000199346,"2H.66",0.199259483,"1H.05","iPacMan","10/02/02 BAB21484.1   3e-30 (AB042935) chloroplast RelA homologue 1 [Oryza sativa (japonica cultivar-group)]"
"rbaal1m15_at",0.288277276,"1H.04",0.216040318,"1H.38","n/a","11/08/02 T46636       2e-25 glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) [imported] - Hordeum sp. x Triticum sp"
"rbaal1m15_s_at",0.010644075,"2H.66",1.3e-06,"1H.06","n/a","11/08/02 T46636       2e-25 glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) [imported] - Hordeum sp. x Triticum sp"
"rbaal1n16_s_at",8.69e-05,"2H.66",7.35e-07,"1H.05","iPacMan","11/08/02 Q43272       6e-83 NADP-DEPENDENT GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE (NON-PHOSPHORYLATING GLYCERALDEHYDE 3-PHOSPHATE"
"rbaal1n19_at",0.244616767,"4H.17",0.221042675,"6H.29","n/a"," 10/02/02 Q9ZST1       2e-39 30S ribosomal protein S17"
"rbaal1o24_at",0.031394139,"2H.68",0.125689608,"1H.48","n/a","10/02/02 S20925       1e-42 polyubiquitin - maize gb|AAB21993.1| polyubiquitin [Zea mays]"
"rbaal1p19_at",0.338733217,"1H.18",0.169483028,"2H.59","n/a","<none>"
"rbaal1p19_x_at",0.256812398,"3H.31",0.02860415,"2H.62","n/a","<none>"
"rbaal20h12_s_at",0.248420046,"3H.32",0.196935329,"4H.01","n/a","<none>"
"rbaal20i06_s_at",0.043266057,"5H.09",1.3e-06,"1H.06","n/a","10/04/02 BAB91904.1   2e-13 putative gamma hydroxybutyrate dehydrogenase [Oryza sativa (japonica cultivar-group)]"
"rbaal20l21_at",0.059966926,"5H.16",0.018766066,"1H.04","n/a","<none>"
"rbaal20l21_s_at",0.047048212,"1H.04",0.121175868,"7H.54","n/a","<none>"
"rbaal20n01_s_at",0.001065168,"2H.66",1.08e-05,"1H.05","n/a","<none>"
